ID_cannot_be_submitted,attribute,value_de_DE,value_cs_CZ,value_en_US,value_sk_SK,value_pl_pl,value_fr_fr,value_it_it,multilanguage,title_de_DE
6772936,vesa_standards,400mm x 300mm,,,,,,,0,Vesa-Normen
7866260,vesa_standards,800mm x 600mm,,,,,,,0,Vesa-Normen
6772938,vesa_standards,600mm x 200mm,,,,,,,0,Vesa-Normen
6772937,vesa_standards,400mm x 400mm,,,,,,,0,Vesa-Normen
7866263,vesa_standards,1000mm x 600mm,,,,,,,0,Vesa-Normen
6772932,vesa_standards,300mm x 200mm,,,,,,,0,Vesa-Normen
6772941,vesa_standards,600mm x 400mm,,,,,,,0,Vesa-Normen
6772934,vesa_standards,400mm x 100mm,,,,,,,0,Vesa-Normen
6772952,vesa_standards,800mm x 300mm,,,,,,,0,Vesa-Normen
6772926,vesa_standards,200mm x 200mm,,,,,,,0,Vesa-Normen
6772947,vesa_standards,800mm x 200mm,,,,,,,0,Vesa-Normen
7866258,vesa_standards,700mm x 400mm,,,,,,,0,Vesa-Normen
7866259,vesa_standards,800mm x 500mm,,,,,,,0,Vesa-Normen
6772925,vesa_standards,200mm x 100mm,,,,,,,0,Vesa-Normen
6772919,vesa_standards,75mm x 75mm,,,,,,,0,Vesa-Normen
6772930,vesa_standards,300mm x 100mm,,,,,,,0,Vesa-Normen
6772922,vesa_standards,100mm x 100mm,,,,,,,0,Vesa-Normen
7866262,vesa_standards,900mm x 600mm,,,,,,,0,Vesa-Normen
6031522,vitrine_type,Standvitrinen,Stojací vitríny,Free-standing cabinets,Stojace vitríny,Gabloty i witryny podłogowe,Vitrines sur pied,Vetrine a colonna,1,Vitrinenart
6031521,vitrine_type,Hängevitrinen,Závěsné vitríny,Wall cabinets,Závesné vitríny,Gabloty i witryny wiszące,Vitrines suspendues,Vetrine pensili,1,Vitrinenart
6031520,vitrine_type,Eckvitrinen,Rohové vitríny,Corner cabinets,Rohové vitríny,Gabloty i witryny narożne,Vitrines d’angle,Vetrine ad angolo,1,Vitrinenart
6600844,waffle_shape,Belgische Waffeln,Belgické vafle,Belgian waffles,Belgické vafle,Gofry belgijskie,Gaufres belges,Waffle belgi,1,Waffelform
6600845,waffle_shape,Rund,Kulaté,Round,Okrúhle,Okrągłe,Rondes,Rotondo,1,Waffelform
6600843,waffle_shape,Herzform,Tvar srdce,Heart shape,Tvar srdca,Kształt serca,En forme de cœur,A forma di cuore,1,Waffelform
7092750,waist_size,W26,,,,,,,0,Bundweite
7092790,waist_size,W54,,,,,,,0,Bundweite
7092755,waist_size,W30,,,,,,,0,Bundweite
7092758,waist_size,W33,,,,,,,0,Bundweite
7092782,waist_size,W47,,,,,,,0,Bundweite
7092764,waist_size,W36,,,,,,,0,Bundweite
7092789,waist_size,W53,,,,,,,0,Bundweite
7092777,waist_size,W43,,,,,,,0,Bundweite
7092792,waist_size,W56,,,,,,,0,Bundweite
7092761,waist_size,W35,,,,,,,0,Bundweite
7092783,waist_size,W48,,,,,,,0,Bundweite
7092759,waist_size,W34,,,,,,,0,Bundweite
7092793,waist_size,W57,,,,,,,0,Bundweite
7092779,waist_size,W45,,,,,,,0,Bundweite
7092746,waist_size,W24,,,,,,,0,Bundweite
7092756,waist_size,W31,,,,,,,0,Bundweite
7092757,waist_size,W32,,,,,,,0,Bundweite
7092747,waist_size,W25,,,,,,,0,Bundweite
7092751,waist_size,W27,,,,,,,0,Bundweite
7092780,waist_size,W46,,,,,,,0,Bundweite
7092753,waist_size,W29,,,,,,,0,Bundweite
7092767,waist_size,W37,,,,,,,0,Bundweite
7092768,waist_size,W38,,,,,,,0,Bundweite
7092776,waist_size,W42,,,,,,,0,Bundweite
7092795,waist_size,W58,,,,,,,0,Bundweite
7092786,waist_size,W50,,,,,,,0,Bundweite
7092778,waist_size,W44,,,,,,,0,Bundweite
7092769,waist_size,W39,,,,,,,0,Bundweite
7092788,waist_size,W52,,,,,,,0,Bundweite
7092774,waist_size,W41,,,,,,,0,Bundweite
7092797,waist_size,W60,,,,,,,0,Bundweite
7092770,waist_size,W40,,,,,,,0,Bundweite
7092745,waist_size,W23,,,,,,,0,Bundweite
7092784,waist_size,W49,,,,,,,0,Bundweite
7092791,waist_size,W55,,,,,,,0,Bundweite
7092787,waist_size,W51,,,,,,,0,Bundweite
7092752,waist_size,W28,,,,,,,0,Bundweite
7092796,waist_size,W59,,,,,,,0,Bundweite
6032203,waist_type,Mid Waist,Normální pas,Mid waist,Stredný pás,Średni stan,Taille normale,Vita media,1,Bundhöhe
6032204,waist_type,Low Waist,Nízký pas,Low waist,Nízky pás,Niski stan,Taille basse,Vita bassa,1,Bundhöhe
6032202,waist_type,High waist,Vysoký pas,High waist,Vysoký pás,Wysoki stan,Taille haute,Vita alta,1,Bundhöhe
9706605,washing_machine_features,Startzeit Vorauswahl,Předvolba času spuštění,Start time preselection,Predvoľba času spustenia,Wybór czasu startu,Préréglage de l'heure de début,Preselezione ora di inizio,1,Waschmaschinen-Funktionen
9706608,washing_machine_features,Outdoor- oder Sportprogramme,Programy outdoorové nebo sportovní,Outdoor or sport programs,Outdoorové alebo športové programy,Programy outdoorowe lub sportowe,Programmes outdoor ou sport,Programmi outdoor o sport,1,Waschmaschinen-Funktionen
9706607,washing_machine_features,Dampf- oder Hygieneprogramme,Programy parní nebo hygienické,Steam or hygiene programs,Parné alebo hygienické programy,Programy parowe lub higieniczne,Programmes vapeur ou hygiène,Programmi vapore o igiene,1,Waschmaschinen-Funktionen
9706606,washing_machine_features,Schnell- oder Kurzprogramme,Rychlé nebo krátké programy,Quick or short programs,Rýchle alebo krátke programy,Programy szybkie lub krótkie,Programmes rapides ou courts,Programmi rapidi o brevi,1,Waschmaschinen-Funktionen
9706609,washing_machine_features,Automatik- oder Mengenautomatik,Automatické nebo množstevní,Automatic or load detection,Automatické alebo množstevné,Automatyczny lub kontrola wsadu,Automatique ou détection de charge,Automatico o rilevamento del carico,1,Waschmaschinen-Funktionen
9706610,washing_machine_features,App-Steuerung,Ovládání aplikací,App control,Ovládanie aplikáciou,Sterowanie aplikacją,Contrôle par application,Controllo tramite app,1,Waschmaschinen-Funktionen
9706604,washing_machine_features,Restzeit,Zbývající čas,Remaining time,Zostávajúci čas,Pozostały czas,Temps restant,Tempo residuo,1,Waschmaschinen-Funktionen
6393130,watch_face_color,Olive,Olivová,Olive,Farebná,Oliwkowy,Olive,Verde oliva,1,Ziffernblattfarbe
2277,watch_face_color,Blau,Modrá,Blue,Modrá,Niebieski,Bleu,Blu,1,Ziffernblattfarbe
1455883,watch_face_color,dunkelgrün,tmavě zelená,Dark green,Tmavozelená,Ciemnozielony,Vert foncé,verde scuro,1,Ziffernblattfarbe
6393137,watch_face_color,Koralle,Korálová,Coral,Koralová,Koralowy,Corail,Corallo,1,Ziffernblattfarbe
2270,watch_face_color,Grün,Zelená,Green,Zelená,Zielony,Vert,Verde,1,Ziffernblattfarbe
2280,watch_face_color,Türkis,Tyrkysová,Turquoise,Tyrkysová,Turkusowy,Turquoise,Turchese,1,Ziffernblattfarbe
9344145,watch_face_color,Creme,Krémová,Cream,Krémová,Kremowy,Crème,Crema,1,Ziffernblattfarbe
6393091,watch_face_color,Dunkelrot,Tmavě červená,Dark red,Tmavočervená,Ciemnoczerwony,Rouge foncé,Rosso scuro,1,Ziffernblattfarbe
1443160,watch_face_color,Hellgrau,Světle šedá,Light grey,Svetlošedá,Jasnoszary,Gris clair,Grigio chiaro,1,Ziffernblattfarbe
6393090,watch_face_color,Hellrot,Světle červená,Light red,Svetločervená,Jasnoczerwony,Rouge clair,Rosso chiaro,1,Ziffernblattfarbe
2286,watch_face_color,Violett,Fialová,Violet,Fialová,Fioletowy,Violet,Violetto,1,Ziffernblattfarbe
5707643,watch_face_color,Naturbelassen,V přírodním stavu,Untreated,Prirodzená,Naturalny,Naturel,Naturale,1,Ziffernblattfarbe
2274,watch_face_color,Orange,Oranžová,Orange,Oranžová,Pomarańczowy,Orange,Arancione,1,Ziffernblattfarbe
2260,watch_face_color,Weiß,Bílá,White,Biela,Biały,Blanc,Bianco,1,Ziffernblattfarbe
2284,watch_face_color,Rosa,Světle růžová,Pink,Ružová,Różowy,Rose,Rosa,1,Ziffernblattfarbe
6393125,watch_face_color,Limette,Limetrková,Lime,Limetková,Limonkowy,Citron vert,Lime,1,Ziffernblattfarbe
6393136,watch_face_color,Aqua,Aqua,Aqua,Modrá aqua,Aqua (błękit turkusowy),Aqua,Verde acqua,1,Ziffernblattfarbe
6393127,watch_face_color,Magenta,Magenta,Magenta,Magenta,Magenta,Magenta,Magenta,1,Ziffernblattfarbe
6393094,watch_face_color,Dunkelorange,Tmavě oranžová,Dark orange,Tmavooranžová,Ciemnopomarańczowy,Orange foncé,Arancione scuro,1,Ziffernblattfarbe
6393134,watch_face_color,Fuchsia,Magenta,Fuchsia,Fuksiová,Fuksjowy,Fuchsia,Fucsia,1,Ziffernblattfarbe
1446958,watch_face_color,Hellbraun,Světle hnědá,Light brown,Svetlohnedá,Jasnobrązowy,Marron clair,Marrone chiaro,1,Ziffernblattfarbe
6393093,watch_face_color,Hellorange,Světle oranžová,Light orange,Svetloranžová,Jasnopomarańczowy,Orange clair,Arancione chiaro,1,Ziffernblattfarbe
2298,watch_face_color,Gold,Zlatá,Gold,Zlatá,Złoty,Or,Oro,1,Ziffernblattfarbe
1424184,watch_face_color,Taupe,Tmavě šedohnědá,Taupe,Sivohnedá,Taupe,Taupe,Talpa,1,Ziffernblattfarbe
59531,watch_face_color,Pink,Křiklavě růžová,Pink,Ružová,Różowy,Rose,Rosa,1,Ziffernblattfarbe
6393133,watch_face_color,Marine,Námořnická modř,Navy,Námornícka modrá,Granatowy,Marine,Blu marino,1,Ziffernblattfarbe
6393124,watch_face_color,Dunkelviolett,Tmavě fialová,Dark purple,Tmavofialová,Ciemnofioletowy,Violet foncé,Viola scuro,1,Ziffernblattfarbe
59533,watch_face_color,Kupfer,Měděná,Copper,Medená,Miedziany,Cuivre,Rame,1,Ziffernblattfarbe
6393103,watch_face_color,Dunkelrosa,Tmavě růžová,Dark pink,Tmavoružová,Ciemnoróżowy,Rose foncé,Rosa scuro,1,Ziffernblattfarbe
1446296,watch_face_color,Dunkelblau,Tmavě modrá,Dark blue,Tmavomodrá,Ciemnoniebieski,Bleu foncé,Blu scuro,1,Ziffernblattfarbe
1446297,watch_face_color,Ocker,Okrová,Ochre,Okrová,Ochra,Ocre,Ocra,1,Ziffernblattfarbe
1443166,watch_face_color,Hellblau,Světle modrá,Light blue,Svetlomodrá,Jasnoniebieski,Bleu clair,Azzurro,1,Ziffernblattfarbe
6393102,watch_face_color,Hellrosa,Světle růžová,Light pink,Svetloružová,Jasnoróżowy,Rose clair,Rosa chiaro,1,Ziffernblattfarbe
2272,watch_face_color,Gelb,Žlutá,Yellow,Žltá,Żółty,Jaune,Giallo,1,Ziffernblattfarbe
2309,watch_face_color,Bronze,Bronzová,Bronze,Bronzová,Brązowy,Bronze,Bronzo,1,Ziffernblattfarbe
1452747,watch_face_color,Lila,Lila,Purple,Fialová,Liliowy,Lilas,Lilla,1,Ziffernblattfarbe
6033374,watch_face_color,Dunkelgelb,Tmavě žlutá,Dark yellow,Tmavožltá,Ciemnożółty,Jaune foncé,Giallo scuro,1,Ziffernblattfarbe
1443161,watch_face_color,Dunkelgrau,Tmavě šedá,Dark grey,Tmavošedá,Ciemnoszary,Gris foncé,Grigio scuro,1,Ziffernblattfarbe
6393123,watch_face_color,Hellviolett,Světle fialová,Light purple,Svetlofialová,Jasnofioletowy,Violet clair,Viola chiaro,1,Ziffernblattfarbe
10237287,watch_face_color,Royalblau,,,,,,,1,Ziffernblattfarbe
6393135,watch_face_color,Himmelblau,Blanktytně modrá,Sky blue,Nebeská modrá,Błękitny,Bleu ciel,Blu cielo,1,Ziffernblattfarbe
2266,watch_face_color,Beige,Béžová,Beige,Béžová,Beżowy,Beige,Beige,1,Ziffernblattfarbe
6393131,watch_face_color,Blaugrün,Modrozelená,Blue green,Modrozelená,Niebieskozielony,Bleu-vert,Verde bluastro,1,Ziffernblattfarbe
1891158,watch_face_color,bordeaux,bordeaux,Bordeaux,Bordová,Bordowy,Bordeaux,bordeaux,1,Ziffernblattfarbe
2288,watch_face_color,Silber,Stříbrná,Silver,Strieborná,Srebrny,Argent,Argento,1,Ziffernblattfarbe
1883,watch_face_color,Schwarz,Černá,Black,Čierna,Czarny,Noir,Nero,1,Ziffernblattfarbe
6393141,watch_face_color,Königsblau,Královská modř,Royal blue,Kráľovská modrá,Błękit królewski,Bleu roi,Blu reale,1,Ziffernblattfarbe
10237286,watch_face_color,Navy,,,,,,,1,Ziffernblattfarbe
59532,watch_face_color,Bunt,Barevná,Multi-coloured,Pestrá,Kolorowy,Multicolore,Colorato,1,Ziffernblattfarbe
1441626,watch_face_color,milchig,mléčná,Opaque,Mliečna,Mleczny,Laiteux,lattiginoso,1,Ziffernblattfarbe
6033372,watch_face_color,Hellgelb,Světle žlutá,Light yellow,Svetložltá,Jasnożółty,Jaune clair,Giallo chiaro,1,Ziffernblattfarbe
6393138,watch_face_color,Petrol,Petrolejová,Petrol,Petrolejová,Morski,Pétrole,Petrolio,1,Ziffernblattfarbe
2312,watch_face_color,Transparent,Průhledné,Transparent,Priesvitná,Przezroczysty,Transparent,Trasparente,1,Ziffernblattfarbe
2263,watch_face_color,Braun,Hnědá,Brown,Hnedá,Brązowy,Marron,Marrone,1,Ziffernblattfarbe
6393126,watch_face_color,Cyan,Cyan,Cyan,Azúrová,Cyjan,Cyan,Ciano,1,Ziffernblattfarbe
2268,watch_face_color,Rot,Červená,Red,Červená,Czerwony,Rouge,Rosso,1,Ziffernblattfarbe
2542686,watch_face_color,Dunkelbraun,Tmavě hnědá,Dark brown,Tmavohnedá,Ciemnobrązowy,Marron foncé,Marrone scuro,1,Ziffernblattfarbe
2258,watch_face_color,Grau,Šedá,Grey,Šedá,Szary,Gris,Grigio,1,Ziffernblattfarbe
6393129,watch_face_color,Kastanienbraun,Kaštanově hnědá,Chestnut brown,Gaštanovo hnedá,Kasztanowy,Châtaigne,Marrone castagna,1,Ziffernblattfarbe
5479117,weightlifter_belt_size,L,,,,,,,0,Gewichtheber Gürtelgröße
5479115,weightlifter_belt_size,S,,,,,,,0,Gewichtheber Gürtelgröße
5479124,weightlifter_belt_size,5XL,,,,,,,0,Gewichtheber Gürtelgröße
5479121,weightlifter_belt_size,XXL,,,,,,,0,Gewichtheber Gürtelgröße
5479116,weightlifter_belt_size,M,,,,,,,0,Gewichtheber Gürtelgröße
5479118,weightlifter_belt_size,XL,,,,,,,0,Gewichtheber Gürtelgröße
5479114,weightlifter_belt_size,XS,,,,,,,0,Gewichtheber Gürtelgröße
5479123,weightlifter_belt_size,4XL,,,,,,,0,Gewichtheber Gürtelgröße
5479122,weightlifter_belt_size,3XL,,,,,,,0,Gewichtheber Gürtelgröße
6043514,wet_abrasion_resistance,1,,,,,,,0,Nassabriebklasse
6043517,wet_abrasion_resistance,4,,,,,,,0,Nassabriebklasse
6043515,wet_abrasion_resistance,2,,,,,,,0,Nassabriebklasse
6043516,wet_abrasion_resistance,3,,,,,,,0,Nassabriebklasse
1378926,wet_grip_class,B,B,B,B,,,,0,Nasshaftungsklasse
1378931,wet_grip_class,G,G,G,G,,,,0,Nasshaftungsklasse
1378928,wet_grip_class,D,D,D,D,,,,0,Nasshaftungsklasse
1378929,wet_grip_class,E,E,E,E,,,,0,Nasshaftungsklasse
1378925,wet_grip_class,A,A,A,A,,,,0,Nasshaftungsklasse
1378930,wet_grip_class,F,F,F,F,,,,0,Nasshaftungsklasse
1378927,wet_grip_class,C,C,C,C,,,,0,Nasshaftungsklasse
5960270,wheel_hardness,82A,,,,,,,0,Rollenhärte
5960267,wheel_hardness,76A,,,,,,,0,Rollenhärte
5960280,wheel_hardness,83A,,,,,,,0,Rollenhärte
5960276,wheel_hardness,92A,,,,,,,0,Rollenhärte
5960277,wheel_hardness,100A,,,,,,,0,Rollenhärte
5960268,wheel_hardness,78A,,,,,,,0,Rollenhärte
5960278,wheel_hardness,102A,,,,,,,0,Rollenhärte
5960279,wheel_hardness,77A,,,,,,,0,Rollenhärte
5960263,wheel_hardness,74A,,,,,,,0,Rollenhärte
5960274,wheel_hardness,88A,,,,,,,0,Rollenhärte
5960272,wheel_hardness,85A,,,,,,,0,Rollenhärte
5960266,wheel_hardness,75A,,,,,,,0,Rollenhärte
5960269,wheel_hardness,80A,,,,,,,0,Rollenhärte
5960273,wheel_hardness,86A,,,,,,,0,Rollenhärte
5960275,wheel_hardness,90A,,,,,,,0,Rollenhärte
5960271,wheel_hardness,84A,,,,,,,0,Rollenhärte
6310819,wheelchair_type,Elektrorollstuhl,Elektrický invalidní vozík,Electric wheelchair,Elektrický invalidný vozík,Elektryczny wózek inwalidzki,Fauteuil roulant électrique,Sedia a rotelle elettrica,1,Rollstuhl-Art
6310818,wheelchair_type,Pflegerollstuhl,Ošetřovatelský vozík,Nursing wheelchair,Ošetrovateľský invalidný vozík,Wózek inwalidzki pielęgnacyjny,Fauteuil roulant de soins,Sedia a rotelle da transito,1,Rollstuhl-Art
6310821,wheelchair_type,Treppensteigerrollstuhl,Invalidní vozík pro stoupání po schodech,Stair climber wheelchair,Invalidný vozík na stúpanie po schodoch,Wózek inwalidzki do wchodzenia po schodach,Fauteuil roulant monte-escalier,Montascale a ruote,1,Rollstuhl-Art
6310817,wheelchair_type,Standardrollstuhl,Standardní invalidní vozík,Standard wheelchair,Štandardný invalidný vozík,Standardowy wózek inwalidzki,Fauteuil roulant standard,Sedia a rotelle standard,1,Rollstuhl-Art
6310820,wheelchair_type,Leichtgewichtrollstuhl,Lehký invalidní vozík,Lightweight wheelchair,Ľahký invalidný vozík,Lekki wózek inwalidzki,Fauteuil roulant léger,Sedia a rotelle leggera,1,Rollstuhl-Art
1388645,wine_region,Madeira,Madeira,Madeira,Madeira,Madera,Madère,Madeira,1,Anbaugebiet
1388639,wine_region,Valencia,Valencie,Valencia,Valencia,Walencja,Valence,Valencia,1,Anbaugebiet
1393052,wine_region,Neuseeland Südinsel,Jižní Ostrov Nového Zélandu,"South Island, New Zealand",Južný ostrov (Nový Zéland),Wyspa Południowa Nowej Zelandii,"Nouvelle-Zélande, île du Sud","Nuova Zelanda, Isola del Sud",1,Anbaugebiet
1394147,wine_region,Indonesien,Indonésie,Indonesia,Indonézia,Indonezja,Indonésie,Indonesia,1,Anbaugebiet
1388174,wine_region,Saale Unstrut,Saale-Unstrut,Saale Unstrut,Saale Unstrut,Saale-Unstrut,Saale-Unstrut,Saale Unstrut,1,Anbaugebiet
1388581,wine_region,Carnuntum,Carnuntum,Carnuntum,Carnuntum,Carnuntum,Carnuntum,Carnunto,1,Anbaugebiet
1394141,wine_region,Ecuador,Ekvádor,Ecuador,Ekvádor,Ekwador,Équateur,Ecuador,1,Anbaugebiet
1394133,wine_region,Afrika,Afrika,Africa,Afrika,Afryka,Afrique,Africa,1,Anbaugebiet
1388592,wine_region,Wachau,Wachau,Wachau,Wachau,Wachau,Wachau,Wachau,1,Anbaugebiet
1388588,wine_region,Süd-Oststeiermark,Jihovýchodní Štýrsko,Southern East Styria,Juhovýchodné Štajersko,Südoststeiermark,Sud de la Styrie orientale,Stiria sud-orientale,1,Anbaugebiet
1393680,wine_region,Kleine Antillen,Malé Antily,Lesser Antilles,Malé Antily,Małe Antyle,Petites Antilles,Piccole Antille,1,Anbaugebiet
1388610,wine_region,Trentin,Trentino,Trentino,Trentin,Trydent,Trentin,Trentino,1,Anbaugebiet
1388611,wine_region,Basilikata,Basilicata,Basilikata,Basilicata,Bazylikata,Basilicate,Basilicata,1,Anbaugebiet
1394161,wine_region,USA,USA,USA,USA,Stany Zjednoczone,ÉTATS-UNIS,USA,1,Anbaugebiet
1388638,wine_region,Navarra,Navarra,Navarra,Navarra,Nawarra,Navarre,Navarra,1,Anbaugebiet
1394156,wine_region,Peru,Peru,Peru,Peru,Peru,Pérou,Perù,1,Anbaugebiet
1388627,wine_region,Kanarische Inseln,Kanárské ostrovy,Canary Islands,Kanárske ostrovy,Wyspy Kanaryjskie,Îles Canaries,Isole Canarie,1,Anbaugebiet
1388643,wine_region,Terras do Sado,Terras do Sado,Terras do Sado,Terras do Sado,Terras do Sado,Terras do Sado,Terras do Sado,1,Anbaugebiet
1392965,wine_region,Cape South Coast,Cape South Coast,Cape South Coast,Južné pobrežie Cape,Cape South Coast,Côte sud du Cap,Cape South Coast,1,Anbaugebiet
1388647,wine_region,Tejo,Tajo,Tagus,Tajo,Tejo,Tejo,Tejo,1,Anbaugebiet
1394209,wine_region,Tennessee,Tennessee,Tennessee,Tennessee,Tennessee,Tennessee,Tennessee,1,Anbaugebiet
1388177,wine_region,Hessische Bergstrasse,Hessische Bergstrasse,Hessische Bergstraße,Hessische Bergstrasse,Hessische Bergstrasse,Hessische Bergstrasse,Hessische Bergstrasse,1,Anbaugebiet
1394136,wine_region,Bolivien,Bolívie,Bolivia,Bolívia,Boliwia,Bolivie,Bolivia,1,Anbaugebiet
1388173,wine_region,Mittelrhein,Střední Rýn,Middle Rhine,Stredný Rýn,Mittelrhein,Rhin moyen,Mittelrhein,1,Anbaugebiet
1394150,wine_region,Kenia,Keňa,Kenya,Keňa,Kenia,Kenya,Kenya,1,Anbaugebiet
1388622,wine_region,Andalusien,Andalusie,Andalusia,Andalúzia,Andaluzja,Andalousie,Andalusia,1,Anbaugebiet
1394235,wine_region,Island,Island,Iceland,Island,Islandia,Islande,Islanda,1,Anbaugebiet
1394142,wine_region,El Salvador,Salvador,El Salvador,Salvádor,Salwador,Salvador,El Salvador,1,Anbaugebiet
1393668,wine_region,Stellenbosch,Stellenbosch,Stellenbosch,Stellenbosch,Stellenbosch,Stellenbosch,Stellenbosch,1,Anbaugebiet
1394143,wine_region,Guatemala,Guatemala,Guatemala,Guatemala,Gwatemala,Guatemala,Guatemala,1,Anbaugebiet
1388579,wine_region,Korsika,Korsika,Corsica,Korzika,Korsyka,Corse,Corsica,1,Anbaugebiet
1388685,wine_region,Washington,Washington,Washington,Washington,Waszyngton,Washington,Washington,1,Anbaugebiet
1388662,wine_region,Waikato,Waikato,Waikato,Waikato,Waikato,Waikato,Waikato,1,Anbaugebiet
1388625,wine_region,Balearen,Baleáry,Balearic Islands,Baleárske ostrovy,Baleary,Îles Baléares,Isole Baleari,1,Anbaugebiet
1387972,wine_region,Champagne,Champagne,Champagne,Champagne,Szampania,Champagne,Champagne,1,Anbaugebiet
1388578,wine_region,Sud-Ouest,Sud-Ouest,South West,Sud Ouest,Sud-Ouest,Sud-Ouest,Sud-Ovest,1,Anbaugebiet
1392852,wine_region,Nördliches Rhône-Tal,Severní údolí Rhôny,Northern Rhône Valley,Severné údolie Rhôny,Północna część doliny Rodanu,Vallée du Rhône septentrionale,Valle del Rodano Settentrionale,1,Anbaugebiet
1388615,wine_region,Südtirol,Jižní Tyrolsko,South Tyrol,Južné Tirolsko,Tyrol Południowy,Tyrol du Sud,Alto Adige,1,Anbaugebiet
1388163,wine_region,Campbeltown,Campbeltown,Campbeltown,Campbeltown,Campbeltown,Campbeltown,Campbeltown,1,Anbaugebiet
1388601,wine_region,Weinviertel,Weinviertel,Weinviertel,Weinviertel,Weinviertel,Weinviertel,Weinviertel,1,Anbaugebiet
1394210,wine_region,Lowlands,Lowlands,Lowlands,Lowlands,Lowlands,Lowlands,Lowlands,1,Anbaugebiet
1394151,wine_region,Kolumbien,Kolumbie,Colombia,Kolumbia,Kolumbia,Colombie,Colombia,1,Anbaugebiet
1388591,wine_region,Traisental,Traisental,Traisen Valley,Oblasť Traisental,Traisental,Traisental,Traisental,1,Anbaugebiet
1392726,wine_region,Neuseeland Nordinsel,Severní ostrov Nového Zélandu,"North Island, New Zealand",Severný ostrov (Nový Zéland),Wyspa Północna Nowej Zelandii,"Nouvelle-Zélande, île du Nord",Isola del Nord della Nuova Zelanda,1,Anbaugebiet
1393689,wine_region,"Apulien, Sizilien, Venetien","Apulie, Sicílie, Benátsko","Apulia, Sicily, Veneto","Apúlia, Sicília, Benátsko","Apulia, Sycylia, Wenecja Euganejska","Pouilles, Sicile, Vénétie","Puglia, Sicilia, Veneto",1,Anbaugebiet
1394211,wine_region,Highlands,Skotská vysočina,Highlands,Highlands,Highlands,Highlands,Highlands,1,Anbaugebiet
1388663,wine_region,Gisborne,Gisborne,Gisborne,Gisborne,Gisborne,Gisborne,Gisborne,1,Anbaugebiet
